dataset_id,dataset_source,source_type,n_samples,n_features,class_0_count,class_1_count,requested_cv_folds,effective_cv_folds,best_classical_model,best_quantum_model,website_candidate_model
pd_speech_features_local,pd_speech_features.csv,local_csv,756,753,192,564,10,10,XGBoost,QSVM,XGBoost
