dataset_id,dataset_source,model_name,model_family,artifact_path,preprocessor_path,feature_schema_path,label_map_path,cv_folds,mean_accuracy,mean_recall,mean_f1,mean_roc_auc,fit_strategy,fit_sample_count,feature_selection_method,selected_feature_count,feature_mode,inference_ready
pd_speech_features_local_top10_mi,pd_speech_features.csv,PSO-SVM,swarm,C:\Users\saiku\OneDrive\Desktop\Projects\SDP_Test\New Training with 10 features\swarm_digital_twin\models\pso_svm.joblib,,C:\Users\saiku\OneDrive\Desktop\Projects\SDP_Test\New Training with 10 features\processed\feature_schema.csv,C:\Users\saiku\OneDrive\Desktop\Projects\SDP_Test\New Training with 10 features\processed\label_map.csv,10,0.8438771929824561,0.962750626566416,0.9020817340950368,0.8575502077562327,pso_optimized_full_dataset,756,mutual_information,10,pso_top10,True
